   1.0000000e+00	   9.1000000e+01	   8.7000000e+01	
   2.0000000e+00	   8.7000000e+01	   9.1000000e+01	
   3.0000000e+00	   6.5000000e+01	   1.0700000e+02	
   4.0000000e+00	   7.3000000e+01	   9.9000000e+01	
   5.0000000e+00	   5.9000000e+01	   1.2300000e+02	
   6.0000000e+00	   6.1000000e+01	   1.1500000e+02	
   7.0000000e+00	   4.9000000e+01	   1.6300000e+02	
   8.0000000e+00	   5.1000000e+01	   1.5100000e+02	
   9.0000000e+00	   4.7000000e+01	   1.7100000e+02	
   1.0000000e+01	   4.5000000e+01	   1.8300000e+02	
   1.1000000e+01	   9.5000000e+01	   8.3000000e+01	
   1.2000000e+01	   1.0100000e+02	   7.9000000e+01	
   1.3000000e+01	   1.1300000e+02	   7.5000000e+01	
   1.4000000e+01	   6.9000000e+01	   1.0300000e+02	
   1.5000000e+01	   7.7000000e+01	   9.5000000e+01	
   1.6000000e+01	   1.4500000e+02	   6.7000000e+01	
   1.7000000e+01	   1.2900000e+02	   7.1000000e+01	
   1.8000000e+01	   5.3000000e+01	   1.4300000e+02	
   1.9000000e+01	   5.7000000e+01	   1.2700000e+02	
   2.0000000e+01	   5.5000000e+01	   1.3500000e+02	
